name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
우태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93723.jpg,1972,1994,한화,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1993,빙그레,0.214,78,131,13,28,7,0,1,13,3,1,7,33,0.29,0.257
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1994,한화,0.232,87,138,14,32,4,1,0,11,2,1,12,29,0.275,0.298
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1995,한화,0.206,52,34,7,7,1,1,1,3,1,3,8,9,0.382,0.357
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1996,한화,0.136,25,22,2,3,0,0,1,1,0,0,3,6,0.273,0.269
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1997,한화,0.167,8,6,0,1,0,0,0,0,0,0,0,1,0.167,0.167
고기성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93726.jpg,1970,1998,한화,-,5,0,0,0,0,0,0,0,0,1,0,0,-,-
노장진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93728.jpg,1974,2001,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
노장진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93728.jpg,1974,2002,삼성,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
노장진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93728.jpg,1974,2003,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
노장진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93728.jpg,1974,2004,롯데,-,4,0,0,0,0,0,0,0,0,0,1,0,-,-
노장진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93728.jpg,1974,2005,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
김성열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93731.jpg,1969,1993,빙그레,0.167,30,36,5,6,0,0,0,1,2,1,7,10,0.167,0.318
김성열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93731.jpg,1969,1994,한화,0,5,3,0,0,0,0,0,0,0,0,1,1,0,0.25
원현식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93732.jpg,1970,1993,빙그레,0.217,20,23,4,5,2,0,1,1,1,0,2,4,0.435,0.308
원현식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93732.jpg,1970,1994,한화,0.2,6,5,0,1,1,0,0,0,0,0,0,3,0.4,0.2
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1993,빙그레,0.2,76,150,17,30,9,0,5,10,2,2,11,41,0.36,0.273
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1994,한화,0.299,64,197,34,59,9,2,14,36,4,3,16,43,0.579,0.376
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1995,한화,0.253,49,150,15,38,5,1,6,25,2,2,15,35,0.42,0.327
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1996,한화,0.204,60,142,15,29,3,0,7,16,2,1,16,38,0.373,0.294
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1997,한화,0.256,56,125,15,32,6,0,3,13,2,2,11,29,0.376,0.354
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1998,한화,0.236,111,288,34,68,14,0,7,29,3,2,17,74,0.358,0.283
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,1999,쌍방울,0.235,96,251,31,59,13,3,9,31,2,3,26,77,0.418,0.319
이민호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1969,2000,SK,0.227,44,66,7,15,4,0,0,7,2,0,18,21,0.288,0.395
김정윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93751.jpg,1974,1994,한화,0.071,13,14,1,1,0,0,0,0,0,1,1,5,0.071,0.133
김정윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93751.jpg,1974,1995,한화,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
김정윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93751.jpg,1974,1996,한화,0.5,8,4,1,2,0,0,0,0,0,0,0,0,0.5,0.5
김정윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93751.jpg,1974,1997,한화,0.125,17,8,1,1,0,0,0,0,0,1,0,6,0.125,0.125
정기창,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1970,1994,쌍방울,0.173,26,52,4,9,3,1,1,7,1,1,3,25,0.327,0.218
정기창,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1970,1995,쌍방울,0.241,84,187,26,45,2,2,8,18,8,5,15,43,0.401,0.299
정기창,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1970,1996,쌍방울,0.265,26,49,5,13,1,0,1,3,2,0,2,12,0.347,0.308
정기창,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1970,1997,한화,0.253,39,79,6,20,1,1,3,16,0,2,7,14,0.405,0.315
정기창,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1970,1998,한화,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0
한혁수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93806.jpg,1970,1993,쌍방울,0.16,35,50,1,8,1,0,1,3,0,1,4,11,0.24,0.222
한혁수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93806.jpg,1970,1994,쌍방울,0.199,74,141,12,28,4,0,1,4,0,2,13,23,0.248,0.266
한혁수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93806.jpg,1970,1995,쌍방울,0.111,27,18,3,2,2,0,0,0,0,0,1,5,0.222,0.158
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1993,쌍방울,0.263,111,377,51,99,12,2,1,23,13,7,36,48,0.313,0.342
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1994,쌍방울,0.248,118,383,52,95,13,2,1,27,31,12,40,46,0.3,0.339
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1995,쌍방울,0.296,125,496,68,147,20,1,1,30,29,14,29,37,0.347,0.342
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1996,쌍방울,0.258,126,449,57,116,22,3,1,40,5,6,32,53,0.327,0.323
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1997,쌍방울,0.306,126,477,68,146,30,1,2,39,3,9,51,49,0.386,0.379
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1998,쌍방울,0.288,126,469,65,135,22,3,4,39,9,5,42,42,0.373,0.35
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,1999,쌍방울,0.239,132,486,60,116,19,0,2,40,12,6,54,60,0.29,0.318
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,2000,SK,0.262,133,492,71,129,15,0,5,50,9,4,56,55,0.323,0.348
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,2001,SK,0.242,133,318,40,77,14,0,5,31,13,5,38,36,0.333,0.332
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,2002,SK,0.262,121,260,28,68,7,2,2,22,6,3,19,40,0.327,0.331
최태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1970,2003,SK,0.208,33,24,5,5,2,0,0,3,0,1,1,2,0.292,0.269
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1993,쌍방울,0.191,44,94,8,18,7,0,1,10,2,1,11,24,0.298,0.283
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1994,쌍방울,0.178,67,107,10,19,1,0,4,14,6,0,7,22,0.299,0.224
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1995,쌍방울,0.174,16,23,3,4,0,1,1,4,1,0,1,7,0.391,0.208
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1996,쌍방울,0.231,24,39,4,9,2,0,0,1,2,0,3,13,0.282,0.286
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1997,한화,0.232,58,142,8,33,8,0,1,11,1,3,2,31,0.31,0.248
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1998,한화,0.248,123,314,36,78,13,0,11,40,6,6,31,61,0.395,0.325
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,1999,한화,0.259,59,108,15,28,5,1,8,19,1,0,12,29,0.546,0.344
김충민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93812.jpg,1970,2000,SK,0.167,26,30,3,5,0,1,1,5,0,2,9,9,0.333,0.39
성영재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93817.jpg,1971,2001,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
성영재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93817.jpg,1971,2003,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93838.jpg,1970,1994,쌍방울,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0
박은우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94105.jpg,1971,1996,LG,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1994,LG,0.305,126,482,109,147,20,0,15,51,51,10,64,60,0.44,0.391
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1995,LG,0.305,64,236,44,72,8,0,1,17,33,7,44,21,0.352,0.423
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1996,LG,0.249,100,385,56,96,15,3,4,26,24,7,59,61,0.335,0.363
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1997,LG,0.269,125,479,78,129,24,2,3,45,44,11,61,62,0.347,0.364
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1998,LG,0.277,126,476,94,132,36,1,12,61,40,7,71,78,0.433,0.377
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,1999,LG,0.303,93,356,67,108,19,5,11,45,14,10,50,42,0.478,0.392
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,2000,LG,0.281,129,495,97,139,24,1,7,38,25,9,73,50,0.376,0.373
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,2001,LG,0.283,129,448,90,127,26,2,9,53,21,7,96,59,0.411,0.411
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,2002,LG,0.31,91,326,51,101,14,3,1,25,21,9,38,51,0.38,0.381
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,2003,LG,0.234,109,334,30,78,7,0,1,16,23,8,31,44,0.263,0.306
류지현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94106.jpg,1971,2004,LG,0.152,16,33,3,5,0,0,0,2,0,0,3,9,0.152,0.222
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,1994,LG,0.289,125,463,81,134,26,3,21,80,21,4,55,86,0.495,0.376
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,1995,LG,0.255,116,381,55,97,19,3,15,56,13,10,45,83,0.438,0.348
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,1996,LG,0.283,117,414,57,117,20,0,11,60,7,7,49,52,0.411,0.372
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,1998,LG,0.295,122,482,70,142,31,3,16,76,8,6,47,80,0.471,0.364
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,1999,LG,0.287,121,453,75,130,17,1,21,94,8,4,54,58,0.468,0.371
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2000,LG,0.308,131,464,83,143,32,2,11,62,6,6,81,73,0.457,0.415
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2001,LG,0.325,126,428,81,139,29,1,8,61,10,8,88,83,0.453,0.443
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2002,LG,0.334,98,296,50,99,14,0,16,61,11,3,54,51,0.544,0.462
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2003,LG,0.308,50,143,13,44,8,0,6,21,0,0,17,25,0.49,0.392
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2004,LG,0.3,120,373,56,112,18,3,14,62,1,1,66,58,0.477,0.415
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2005,SK,0.315,120,400,63,126,17,0,19,77,2,2,80,59,0.5,0.445
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2006,SK,0.287,109,356,42,102,16,1,8,51,5,2,76,56,0.404,0.418
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2007,SK,0.196,84,204,26,40,11,0,5,19,4,4,43,40,0.324,0.337
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2008,SK,0.31,108,297,46,92,17,3,10,60,4,3,59,40,0.488,0.426
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2009,SK,0.301,112,289,45,87,18,0,10,51,8,1,63,45,0.467,0.433
김재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94107.jpg,1975,2010,SK,0.288,111,267,41,77,17,0,10,48,7,5,52,42,0.464,0.404
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,1998,LG,-,1,0,1,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2001,LG,-,7,0,0,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2002,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2004,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2005,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2006,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
신윤호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94126.jpg,1975,2007,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,1994,LG,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,1996,LG,0.2,51,85,9,17,5,0,2,6,0,0,6,30,0.329,0.253
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,1997,LG,0.223,54,112,14,25,5,2,7,21,0,0,10,25,0.491,0.31
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,1998,LG,0.158,21,57,6,9,1,0,0,5,0,1,2,12,0.175,0.186
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,1999,LG,0.217,17,23,2,5,2,0,0,4,0,0,2,8,0.304,0.28
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2000,LG,0.256,29,43,5,11,1,1,2,7,0,0,3,13,0.465,0.304
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2001,LG,0.293,94,147,17,43,9,0,6,31,1,1,19,22,0.476,0.38
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2002,LG,0.243,106,268,28,65,13,0,4,31,3,1,26,59,0.336,0.306
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2003,LG,0.259,91,212,12,55,11,0,2,26,1,2,24,39,0.34,0.331
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2004,LG,0.257,123,381,49,98,22,0,15,57,1,1,23,51,0.433,0.3
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2005,LG,0.319,77,210,20,67,17,0,6,36,1,0,17,29,0.486,0.368
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2006,LG,0.19,54,100,5,19,2,0,1,13,0,0,7,21,0.24,0.245
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2007,LG,0.306,125,431,49,132,23,0,12,58,1,1,48,52,0.443,0.378
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2008,LG,0.265,110,381,32,101,15,0,14,62,0,3,31,62,0.415,0.331
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2009,LG,0.296,108,338,43,100,16,1,13,65,1,0,34,58,0.464,0.36
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2010,SK,0.204,56,108,13,22,2,0,3,13,0,1,8,14,0.306,0.264
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2011,SK,0.304,80,181,16,55,8,0,2,30,0,1,11,21,0.381,0.345
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2012,LG,0.278,94,252,20,70,8,0,1,37,0,1,26,29,0.321,0.346
최동수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1971,2013,LG,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1994,LG,0.304,51,115,10,35,4,1,0,13,0,0,3,8,0.357,0.333
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1995,LG,0.1,19,20,0,2,0,0,0,1,0,0,0,7,0.1,0.182
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1996,LG,0.272,53,81,6,22,6,0,3,9,0,1,6,17,0.457,0.33
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1997,LG,0.272,81,158,8,43,2,0,3,14,4,2,12,23,0.342,0.326
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1998,LG,0.246,69,138,12,34,5,0,2,16,0,2,7,16,0.326,0.288
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,1999,LG,0.311,78,190,22,59,6,1,6,39,2,1,17,19,0.447,0.37
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,2000,LG,0.2,6,10,1,2,1,0,0,3,0,0,0,1,0.3,0.2
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,2001,롯데,0.267,51,75,10,20,2,0,0,11,0,1,11,6,0.293,0.356
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,2002,롯데,0.263,92,209,18,55,11,0,6,21,3,4,18,37,0.402,0.332
허문회,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1972,2003,LG,0.091,23,22,0,2,0,0,0,2,0,0,2,6,0.091,0.167
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,1994,LG,0.318,126,493,72,157,30,4,4,72,6,2,39,62,0.42,0.371
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,1995,LG,0.306,126,441,48,135,28,2,4,53,6,2,34,55,0.406,0.365
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,1996,LG,0.242,95,248,28,60,4,2,4,29,3,1,24,34,0.323,0.319
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,1997,LG,0.316,120,399,51,126,25,6,4,69,4,6,38,45,0.439,0.379
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,2000,LG,0.274,100,288,27,79,12,2,2,40,4,0,35,37,0.351,0.355
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,2001,LG,0.286,126,371,36,106,19,4,0,49,4,2,37,50,0.358,0.357
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,2002,LG,0.286,88,273,35,78,16,1,3,27,4,4,25,49,0.385,0.344
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,2005,LG,0.128,15,39,3,5,1,1,0,2,0,0,1,8,0.205,0.15
서용빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1971,2006,LG,0.192,32,73,7,14,4,0,1,9,0,2,5,13,0.288,0.241
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1994,OB,0.164,32,61,4,10,4,0,3,9,0,0,2,15,0.377,0.215
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1995,OB,0.282,116,362,63,102,19,0,21,59,4,2,29,78,0.508,0.344
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1996,OB,0.248,107,371,51,92,16,3,18,54,4,5,40,85,0.453,0.331
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1997,OB,0.246,40,122,17,30,5,0,5,22,2,1,22,27,0.41,0.359
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1998,OB,0.294,126,477,71,140,29,4,19,73,4,1,34,82,0.491,0.346
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,1999,두산,0.335,132,480,79,161,35,1,31,110,1,4,53,77,0.606,0.408
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2000,두산,0.304,126,454,75,138,21,2,29,91,3,0,69,67,0.551,0.4
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2001,현대,0.294,107,381,67,112,19,1,18,70,8,2,60,75,0.491,0.404
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2002,현대,0.321,133,502,101,161,22,1,46,119,2,1,69,114,0.643,0.404
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2003,현대,0.335,133,460,110,154,16,1,53,142,6,2,124,63,0.72,0.478
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2004,현대,0.256,102,367,64,94,14,1,22,78,0,1,75,128,0.48,0.385
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2005,삼성,0.275,124,433,77,119,14,0,28,87,3,2,89,116,0.501,0.402
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2006,삼성,0.141,26,85,8,12,1,0,1,7,0,0,8,22,0.188,0.229
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2007,삼성,0.258,124,427,64,110,17,0,31,101,6,0,83,113,0.515,0.381
