plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm
2024년 전북 청년 맥가이버 학교,"♦ 사업명 : 2024년 전북 청년 맥가이버 학교 참여자 모집♦ 모집대상 : 도내 거주 청년 누구나!!   ※단, 모집률 저조시 지자체별 청년나이로 변경 예정♦ 모집규모 : 80명(회차별 20명 총 4회차, 선착순)♦ 주요내용 : 간단한 집수리 교육, 취약계층 봉사활동♦ 교육일정 ＊회차별 단체 신청시 시간 협의 가능 ① 2024. 11. 15.(금) ~ 11. 17.(일), 전주 전북청년허브센터 ② 2024. 11. 22.(금) ~ 11. 24.(일), 남원 청년마루 ③ 2024. 11. 29.(금) ~ 12. 01.(일), 김제 청년공간 이다 ④ 2024. 12. 04.(금) ~ 12. 08.(일), 진안 사통팔달센터 - 금요일 수업 18:00 ~ 22:00 - 토요일 수업 14:00 ~ 18:00 - 일요일 봉사 14:00 ~ 18:00 ＊취약계층 상황에 따라 시간변경이 될 수 있음♦ 신청기간 : 2024. 11. 5.(화) ~ 12. 3.(화) ※회차별 마감날짜 상이♦ 신청방법 : 온라인 신청, 전북청년허브센터(www.jb2030.or.kr), 청년사업신청 클릭!♦ 문 의 처 : 063-220-8958많은 관심과 참여부탁드립니다.","♦ 사업명 : 2024년 전북 청년 맥가이버 학교 참여자 모집♦ 모집대상 : 도내 거주 청년 누구나!!   ※단, 모집률 저조시 지자체별 청년나이로 변경 예정♦ 모집규모 : 80명(회차별 20명 총 4회차, 선착순)♦ 주요내용 : 간단한 집수리 교육, 취약계층 봉사활동♦ 교육일정 ＊회차별 단체 신청시 시간 협의 가능 ① 2024. 11. 15.(금) ~ 11. 17.(일), 전주 전북청년허브센터 ② 2024. 11. 22.(금) ~ 11. 24.(일), 남원 청년마루 ③ 2024. 11. 29.(금) ~ 12. 01.(일), 김제 청년공간 이다 ④ 2024. 12. 04.(금) ~ 12. 08.(일), 진안 사통팔달센터 - 금요일 수업 18:00 ~ 22:00 - 토요일 수업 14:00 ~ 18:00 - 일요일 봉사 14:00 ~ 18:00 ＊취약계층 상황에 따라 시간변경이 될 수 있음♦ 신청기간 : 2024. 11. 5.(화) ~ 12. 3.(화) ※회차별 마감날짜 상이♦ 신청방법 : 온라인 신청, 전북청년허브센터(www.jb2030.or.kr), 청년사업신청 클릭!♦ 문 의 처 : 063-220-8958많은 관심과 참여부탁드립니다.",20241105 ~ 20241203,,,,복지문화,예술인지원
서초구 방배동 1인 창조기업 지원센터 입주기업 3인실 상시모집,"(주)오퍼스이앤씨는 업력 13년차 1인 창조기업 지원센터입니다. 
1인 창조기업의 사업화를 적극 지원하고자 하오니 본 공고의 많은 관심과 참여바랍니다.
감사합니다.","모집규모 및 입주부담
■ 3인실 단독룸 1개실 (공실 1개) / 2.5평 (8.2㎡) / 창문 X → 입주부담금 월 60만원대
※ 예치금은 입주계약시 1회 정가 발생하며, 퇴실시 환급해드리고 있습니다.
※ 입주부담금은 매월 발생하는 금액입니다. (세금계산서 발행)
※ 자세한 문의는 이메일 or 전화 부탁드립니다.
입주기간6개월 단위 계약 (총 2년 입주 가능)
모집분야 : 1인창조기업 적합업종(정회원)
▶ 1인창조기업 자가진단 바로가기 https://www.k-startup.go.kr/common/knProject/application/ac/coCheckPop.do
센터 공간사진 바로가기 및 둘러보기
● 공간사진 http://www.opusbiz.kr/web/home.php?go=Business_0101http://opusbiz.kr/web/home.php?go=Business_0103
● 둘러보기 https://blog.naver.com/opusenc/223099118786
센터위치 : 서울시 서초구 방배로93, 보령빌딩 3층(2호선 방배역 3번출구 도보 1분 / 7호선 내방역 3번출구 도보 5분)
※주차는 불가합니다.사무공간지원(365일 24시간)
- 업무시설 지원 (복합기, 세단기, 우편함 등 OA시설 완비)
- 사업자주소지 등록 및 이전 가능- 공용공간 활용 지원(6인 회의실 , 30인 교육장, 15인 Biz-Cafe)
- 팩스·우편물·택배 대리수령 및 보관 창업보육지원- 입주기업 맞춤형 창업지원사업 정보제공 및 신청지원
- 홈페이지 및 홍보물 등 제작 지원- 언론홍보 활동 및 전시회 참가비용 지원
- 특허, 실용신안, 디자인, 상표 등 입주기업의 산업재산권 출원 지원
- 창업자 경영역량 강화 교육 및 세미나 지원- 입주기업 간 협업 지원 등",20241107 ~ 20241115,,,,참여권리,청년국제교류
2024 서울바이오허브-드레이퍼 디지털헬스케어 이노베이션 챌린지 모집 공고,서울특별시가 조성하고 한국과학기술연구원ㆍ고려대학교가 운영하는 서울바이오허브에서 글로벌 액셀러레이터인 ‘드레이퍼 스타트업 하우스 코리아’와 함께 국내 유망 디지털헬스 창업 기업의 글로벌 시장 진출 경쟁력 강화를 위해 「2024 서울바이오허브-드레이퍼 디지털헬스 이노베이션 챌린지」을 운영합니다. 다음과 같이 프로그램의 참여기업을 모집하오니 관심 있는 기업의 많은 신청 바랍니다.,"서울바이오허브 ◦ 연구지원금 : 기업당 40,000천원 지원 ◦ 서울바이오허브 입주 기회 제공(1년)드레이퍼 스타트업 하우스 코리아 ◦ 드레이퍼 스타트업 하우스 코리아 글로벌 진출 프로그램 참가 기회 제공 * 선정기업에 한하여 본 참가비의 50% 감면 혜택 제공",20241104 ~ 20241121,https://www.seoulbiohub.kr/front/supportManageReq/supportManageView.do?seq=669&gubun=09&link_g_topmenu_id=310&link_g_submenu_id=310&link_g_homepage=F,,,참여권리,청년국제교류
제4회 에너지혁신벤처 C-Tech 포럼,제4회 에너지혁신벤처 C-Tech 포럼 행사를 다음과 같이 공고하오니 많은 참여 바랍니다.,"24. 11. 13. 10시, 여의도 전경련회관(일시) 2024년 11월 13일(수) 10:00 / (장소) 여의도 FKI타워(전경련회관) 컨퍼런스센터 3층 다이아몬드홀 에너지기술·투자 전망 및 동향 공유, 유관기관·기업 교류의 장 마련 등",20241022 ~ 20241111,https://forms.gle/c4SMdoUQsisdaJX99,,,참여권리,권익보호
「2024년 사회적경제기업 연구개발 지원사업」참여기업 모집,"(사)사회혁신연구원은 한국남부발전(주)에서 주최하는 환경·에너지 분야 사회적경제기업의 R&D기반 맞춤형 지원사업을 통해 사회적경제기업의 지속성장을 지원하고자『2024년 사회적경제기업 연구개발 지원사업』참여기업을 모집하오니, 많은 관심과 적극적인 참여 바랍니다.",임팩트컨설팅 및 연구개발비 기업 당 10백만원 지원,20241104 ~ 20241117,,,,참여권리,권익보호
[28청춘창업소] 메이커 심화 교육 프로그램 참가자 모집,"메이커 문화 및 제조 창업 활성화를 위해 3D프린터 운용기능사 자격 과정 등 메이커 역량을 강화하는 '2024년 메이커 심화 교육 프로그램'에 참여할 시민 여러분을 모집합니다. 
3D프린터 운용기능사 실기, 3D프린터 마스터 2급, GTQ 그래픽 기술자격, 3D프린터 전문교강사 2급, 크리에이티브 융합 심화 교육과정입니다. 
고양시민, 관내 창업자 및 제조 창업을 희망하는 대학생, 직장인 등 누구나 교육에 참여하실 수 있습니다. 
메이커 심화 교육에 관심있는 분들의 적극적인 참여 부탁드립니다.","교육 안내안녕하세요! 28청춘창업소입니다. 
오늘은 28청춘창업소 메이커 교육 내용을 소개 및 안내드리고자 합니다.
고양시 메이커 문화 및 제조 창업 활성화를 위해 3D프린터 운용기능사 자격 과정 등 메이커 역량을 강화하는 '2024년 메이커 심화 교육 프로그램'에 참여할 시민 여러분을 모집합니다. 
3D프린터 운용기능사 실기, 3D프린터 마스터 2급, GTQ 그래픽 기술자격, 3D프린터 전문교강사 2급, 크리에이티브 융합 심화 교육과정입니다. 
고양시민, 관내 창업자 및 제조 창업을 희망하는 대학생, 직장인 등 누구나 교육에 참여하실 수 있습니다. 메이커 심화 교육에 관심있는 분들의 적극적인 참여 부탁드립니다.
◆ 교육일시: 2024.10.23(수)~12.11(수) 
◆ 교육장소: 경기 고양시 덕양구 화중로 104번길 33 (28청춘창업소 창업대장간)
◆ 모집대상: 고양시민, 관내 창업자 및 제조 창업을 희망하는 대학생, 직장인 등 누구나
◆ 모집인원: 강좌별 20명 내외 (교육과정 전액 무료/ 주차 지원 불가)
◆ 교육비: 전액 무료 지원
◆ 신청방법: QR코드 또는 링크(https://28makerspace.imweb.me 접속) → 과정 및 강좌 선택 → 신청서 작성 및 제출
◆ 교육문의: 02-6342-4632 (문의시간: 평일 9:00~18:00)
◆ 유의사항: 수강 인원 제한으로 수강 신청 후 불참하실 경우, 교육 신청을 못한 다른 분들에게 피해를 줄 수 있으니 다시 한 번 일정을 확인하신 후 신청 부탁 드립니다.",20241105 ~ 20241211,https://naver.me/xMjhCDp7,,,"교육,교육","미래역량강화,온라인교육"
[청년이음전주] 역량강화(강점레고) 프로그램 참여자 모집,"안녕하세요! 청년이음전주에서 '역량강화(강점레고) 프로그램' 참여자를 모집합니다.
전주시에 거주하는 많은 청년분들의 관심과 신청 부탁드립니다. 
*모집기간: 11월 5일(화)~(모집완료시)
*모집대상: 전주시 거주 청년(18세~39세)
*모집인원: 과정별 15명씩(선착순)
*신청링크: https://naver.me/xMjhCDp7
*문의전화: 063-281-5318","안녕하세요! 청년이음전주에서 '역량강화(강점레고) 프로그램' 참여자를 모집합니다.
전주시에 거주하는 많은 청년분들의 관심과 신청 부탁드립니다. 
*모집기간: 11월 5일(화)~(모집완료시)*모집대상: 전주시 거주 청년(18세~39세)
*모집인원: 과정별 15명씩(선착순)
*신청링크: https://naver.me/xMjhCDp7
*문의전화: 063-281-5318",20241105 ~ 20241130,,,,"교육,교육","미래역량강화,온라인교육"
2024년 청년일자리위드유 11월 취창업 교육프로그램,"[100%취업성공! 집중면접 트레이닝] 
- 자기소개서 작성 
- 1분 발언, 자기소개서 수정 및 이력서 작성
- 발표불안 극복하기 
- 집중면접 트레이닝(두괄식 답변하기, 긍정적 사고로 답변하기)","[100%취업성공! 집중면접 트레이닝] 
- 자기소개서 작성 
- 1분 발언, 자기소개서 수정 및 이력서 작성
- 발표불안 극복하기 
- 집중면접 트레이닝(두괄식 답변하기, 긍정적 사고로 답변하기)",20241104 ~ 20241114,https://gnwithu.kr/main/main.php,19,39,"교육,교육","미래역량강화,온라인교육"
2024년도 수원시 중소기업 동행지원 사업계획 공고,"수원시 중소기업의 금융비용 부담을 완화하고 경영안정을 도모하고자
2024년 수원시 중소기업 동행지원 사업계획을 다음과 같이 공고합니다.","○ 대출규모 : 1,000억원
○ 지원기간 : 1년 (최대 3년까지 연장 가능)
○ 지원대상 : 본사나 사업장이 수원시에 소재한 중소기업
 ※ 단, 일부 지원 제외 업종은 제외 ……………… 붙임1 참조
○ 지원내용 : 신용 또는 기술보증 연계 자금지원 및 이자·보증수수료 지원
 ⦁자금 지원 : 기업당 최대 5억원
 ⦁이자 지원 : 2%
 ⦁보증료 지원 : 보증료율 연1.2% 이내",20241030 ~ 20241231,,,,일자리,재직자
소상공인 전기요금 특별지원 사업 시행 수정 공고,소상공인 전기요금 특별지원 사업 시행 수정 공고,사업자당 최대 25만원 전기요금 지원,20241101 ~ 20241231,https://xn--ob0bkuxdz53d0ve18ay3t1nat2c90bx9irt6a.kr/eng/man/SMAN010M/page.do,,,일자리,재직자
「하남시 청년정책위원회」위촉직 위원 모집 공고,「하남시 청년 기본 조례」제9조 규정에 의거 하남시 청년 정책에 관한 주요 사항을 심의․의결하는 「하남시 청년정책위원회」 위촉직 위원을 아래와 같이 공개 모집하오니 많은 참여 바랍니다.,"○ 모집구분
① 청년위원
* 공고일 현재 하남시에 주민등록상 주소를 두고 있거나 재직 중인 청년
* 청년 관련 단체, 시설 등에서 활동한 경험이 풍부한 사람
* 청년정책에 대한 관심과 참여 의지가 있는 사람 등

② 관련전문가
* 일자리, 교육, 주거, 복지·문화, 참여·권리 등에서 학위 및 자격증 등을 소지하여 학식과 전문성이 있다고 인정되는 사람
* 청년발전 및 지원과 관련된 다양한 활동을 통해 청년정책 관련 경험과
전문성을 가졌다고 인정되는 사람
* 그 밖에 청년정책의 추진을 위해 필요하다고 인정되는 사람

○ 임    기 : 2024. 12. 1. ~ 2026. 11. 30. (2년/ 1회 연임 가능)
 ○ 활동내용 : 정기회의(연 2회), 임시회의(필요 시), 하남시 청년정책 행사 참여",20241101 ~ 20241120,,19,99,참여권리,청년국제교류
주민등록증 디자인 공모,문화체육관광부와 행정안전부에서는 대한민국 대표 신분증 '주민등록증' 디자인 개선을 위한 공모를 진행합니다.,"최종 당선팀 '주민등록증 디자인' 연구용역비 총 33,000,000원 지원",20241118 ~ 20241128,https://publicdesign.kr/business/info/menu/899?idx=1000000019,,,참여권리,청년국제교류
24년 2차 든든전세주택 입주자 모집 통합공고,든든전세주택은 최소 6년 임대 후 분양전환이 가능한 주택으로 도심 내 면적이 넓고 생활환경이 쾌적한 다세대·연립·오피스텔 등 신축주택과 아파트 등을 LH에서 매입하여 중산층 3~4인 가구에게 공급하는 주택으로서 무주택세대구성원을 대상으로 시중 시세의 90% 이하 수준의 전세로 임대합니다.,"• 시중 시세의 90% 이하 수준의 전세 주택 공급
• 2년, 재계약 3회 가능(입주자격 유지 시 최장 8년 거주)",20241111 ~ 20241113,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017091&ccrCnntSysDsCd=03&srchUppAisTpCd=061339&uppAisTpCd=13&aisTpCd=26&mi=1026&currPage=1&&panSs=%EA%B3%B5%EA%B3%A0%EC%A4%91&schTy=0&panNm=%EB%93%A0%EB%93%A0&listCo=5,,,주거,주택 및 거주지
24년 1차 분양전환형 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,"분양전환형 신혼·신생아 매입임대주택Ⅰ은 최소 6년 임대 후 분양전환이 가능한 주택으로 도심 내 신
혼부부 등이 원하는 생활권에서 안정적으로 거주할 수 있도록 LH에서 주택을 매입하여 시중시세의 
30~40% 수준으로 임대하는 주택입니다.","- 시중 시세의 30~40% 수준의 임대보증금 및 임대료
- 2년, 재계약 9회 가능(입주자격 유지시 최장 20년까지 거주가능)",20241125 ~ 20241127,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017101&ccrCnntSysDsCd=03&srchUppAisTpCd=061339&uppAisTpCd=13&aisTpCd=26&srchAisTpCd=&prevListCo=&mi=1026&currPage=1&panNm=%EB%B6%84%EC%96%91%EC%A0%84%ED%99%98,,,주거,주택 및 거주지
관악구 깡충깡충 성장양육지원금,"2세, 3세, 4세 영유아에 대한 깡충깡충 성장양육지원금(관악사랑상품권) 지원을 통해 경제적 부담 경감 및 출산장려 분위기 조성",연 1회 깡충깡충 성장양육지원금(관악사랑상품권) 30만 원 지원,,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/320000000299?administOrgCd=,,,복지문화,예술인지원
전남 영광군 중고등학교 신입생 교복비 지원,중고등학교 신입생 교복비 지원,"○ 지원금액 : 1인당 30만원
○ 지원항목 : 동·하복과 그 외에 학교가 입도록 규정한 단체복 구입비
※ 관내 학교 학생은 학교에서 일괄 신청",,,,,복지문화,문화활동
전남 담양군 장애인 휠체어 수리비 지원,담양군 거주 등록장애인에 수리업체 통한 휠체어 소모품 교체 및 수리 지원,"○ 등록장애인중 수리업체를 통해 전동휠체어, 수동휠체어, 전동스쿠터 소모품 교체 및 수리 지원",,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000123?administOrgCd=ALL,,,복지문화,예술인지원
