NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
17013,경상북도 예천군 예천읍 대심리,4**,8m미만,30,전세,202506,14,"3,000",0,2016,대심1길,202506~202706,신규,-,,,단독다가구
17014,대구광역시 달성군 구지면 창리,1***,25m이상,42.59,월세,202506,14,500,30,2022,국가산단대로61길,202507~202607,신규,-,,,단독다가구
17015,경기도 화성시 우정읍 화산리,3*,8m미만,39.67,월세,202506,14,400,50,,한말길,202506~202512,신규,-,,,단독다가구
17016,충청북도 청주시 서원구 사창동,1**,12m미만,40,월세,202506,14,200,29,2014,1순환로614번길,202506~202806,신규,-,,,단독다가구
17017,충청북도 청주시 서원구 사창동,1**,12m미만,25,월세,202506,14,300,50,2021,천수로39번길,202506~202606,신규,-,,,단독다가구
17018,경기도 안성시 공도읍 마정리,2**,12m미만,20,월세,202506,14,200,30,2018,대림동산길,202506~202606,신규,-,,,단독다가구
17019,경기도 안산시 상록구 본오동,8**,8m미만,40,월세,202506,14,500,45,1995,본오로9안길,202506~202706,신규,-,,,단독다가구
17020,경기도 부천시 소사구 소사본동,1**,8m미만,25,월세,202506,14,300,35,1991,호현로467번길,202506~202706,신규,-,,,단독다가구
17021,충청남도 아산시 배방읍 공수리,1***,12m미만,26.42,월세,202506,14,300,40,2015,모산로91번길,202506~202606,신규,-,,,단독다가구
17022,대구광역시 달성군 구지면 창리,1***,25m이상,42,월세,202506,14,500,30,2022,국가산단대로61길,-,-,-,,,단독다가구
17023,대구광역시 달성군 유가읍 금리,1***,25m이상,23,월세,202506,14,300,30,2015,테크노중앙대로1길,-,-,-,,,단독다가구
17024,대구광역시 달성군 유가읍 상리,9**,25m미만,84,월세,202506,14,"2,000",30,2022,테크노남로7길,202506~202706,신규,-,,,단독다가구
17025,경기도 화성시 향남읍 행정리,5**,12m미만,30,전세,202506,14,"6,000",0,2014,행정죽전로1길,202506~202706,신규,-,,,단독다가구
17026,대구광역시 달성군 유가읍 상리,9**,25m미만,84,월세,202506,14,"2,000",50,2022,테크노남로7길,202506~202706,신규,-,,,단독다가구
17027,경상남도 창원시 마산회원구 합성동,5**,8m미만,162.2,월세,202506,14,500,25,1991,합성북1길,202506~202706,신규,-,,,단독다가구
17028,경상남도 창원시 마산회원구 석전동,2**,8m미만,38.88,전세,202506,14,"6,000",0,1977,석전동6길,202406~202606,갱신,-,"4,500",0,단독다가구
17029,경상남도 창원시 의창구 봉림동,7**,25m미만,81.27,월세,202506,14,"2,000",50,2015,소봉로,202506~202606,신규,-,,,단독다가구
17030,부산광역시 기장군 정관읍 용수리,3**,8m미만,75.16,월세,202506,14,"5,000",25,2012,가동옛길,202507~202706,신규,-,,,단독다가구
17031,경상남도 양산시 물금읍 범어리,2***,12m미만,25,월세,202506,14,300,27,2011,범구5길,202506~202606,신규,-,,,단독다가구
17032,경기도 화성시 향남읍 행정리,4**,12m미만,25,월세,202506,14,200,35,2012,행정서로1길,202506~202606,신규,-,,,단독다가구
17033,경기도 수원시 영통구 하동,9**,12m미만,58,전세,202506,14,"24,000",0,2014,법조로149번길,202507~202707,신규,-,,,단독다가구
17034,경기도 성남시 중원구 금광동,4***,8m미만,40,월세,202506,14,"1,000",80,1987,산성대로378번길,202508~202708,신규,-,,,단독다가구
17035,충청북도 청주시 흥덕구 복대동,1***,8m미만,40,월세,202506,14,300,30,1991,복대로146번길,202506~202706,신규,-,,,단독다가구
17036,경기도 부천시 소사구 소사본동,1**,8m미만,30,월세,202506,14,500,40,,호현로467번길,202506~202706,신규,-,,,단독다가구
17037,경기도 성남시 중원구 금광동,4***,12m미만,55.71,전세,202506,14,"13,000",0,1987,자혜로16번길,202507~202707,신규,-,,,단독다가구
17038,세종특별자치시  부강면 부강리,9**,8m미만,54.03,전세,202506,14,"6,000",0,,부강신대길,202506~202705,신규,-,,,단독다가구
17039,충청남도 아산시 배방읍 북수리,1***,25m미만,42.72,전세,202506,14,"10,000",0,2022,월천4길,202507~202707,신규,-,,,단독다가구
17040,전북특별자치도 진안군 상전면 갈현리,7**,8m미만,84.6,전세,202506,14,"1,000",0,,,202506~202706,신규,-,,,단독다가구
17041,경기도 부천시 소사구 심곡본동,6**,8m미만,32.36,월세,202506,14,500,50,1974,성주로214번길,202506~202706,신규,-,,,단독다가구
17042,경기도 화성시 향남읍 상신리,1***,12m미만,35,월세,202506,14,300,55,2017,손개1길,202506~202606,신규,-,,,단독다가구
17043,충청남도 아산시 배방읍 북수리,1***,25m미만,39.23,월세,202506,14,200,60,2019,월천5길,202506~202509,신규,-,,,단독다가구
17044,전북특별자치도 전주시 덕진구 인후동1가,6**,8m미만,75.36,월세,202506,14,"1,000",60,1975,작은모래내4길,202508~202708,신규,-,,,단독다가구
17045,경기도 화성시 향남읍 상신리,1***,12m미만,25,월세,202506,14,"1,000",35,2019,상신하길로175번나길,202506~202606,신규,-,,,단독다가구
17046,경기도 화성시 향남읍 상신리,1***,12m미만,25,월세,202506,14,500,47,2018,손개2길,202506~202606,신규,-,,,단독다가구
17047,경기도 화성시 향남읍 상신리,1***,12m미만,65,월세,202506,14,"1,000",90,2016,상신하길로144번길,202507~202607,신규,-,,,단독다가구
17048,충청남도 아산시 배방읍 북수리,6**,8m미만,19.83,월세,202506,14,120,27,2011,배방로229번길,202506~202512,신규,-,,,단독다가구
17049,경기도 양평군 양평읍 대흥리,3**,8m미만,46.2,월세,202506,14,500,40,2019,천변길,202506~202606,신규,-,,,단독다가구
17050,충청북도 청주시 흥덕구 복대동,1***,8m미만,15,전세,202506,14,"4,000",0,2017,내수동로42번길,202506~202706,신규,-,,,단독다가구
17051,충청남도 아산시 배방읍 북수리,1***,12m미만,35,전세,202506,14,"5,000",0,2010,북수로111번길,-,-,-,,,단독다가구
17052,충청남도 아산시 배방읍 북수리,1***,12m미만,34.45,월세,202506,14,"1,000",56,2022,월천6길,202506~202606,신규,-,,,단독다가구
17053,세종특별자치시  부강면 부강리,8**,8m미만,45,월세,202506,14,300,45,2008,부강3길,202506~202606,신규,-,,,단독다가구
17054,경기도 성남시 중원구 성남동,3***,8m미만,30,월세,202506,14,300,35,1989,원터로93번길,202506~202706,신규,-,,,단독다가구
17055,충청북도 청주시 흥덕구 강서동,3*,8m미만,49,전세,202506,14,"8,000",0,2015,가로수로1144번길,-,-,-,,,단독다가구
17056,충청북도 청주시 흥덕구 강서동,3*,8m미만,49.59,전세,202506,14,"8,000",0,2015,가로수로1144번길,202507~202707,신규,-,,,단독다가구
17057,충청남도 아산시 탕정면 명암리,9**,25m미만,25,월세,202506,14,100,35,2012,탕정면로8번길,202506~202606,신규,-,,,단독다가구
17058,충청남도 아산시 탕정면 명암리,3**,8m미만,17.31,월세,202506,14,100,30,2018,명암길2번길,202506~202512,신규,-,,,단독다가구
17059,전북특별자치도 전주시 완산구 효자동3가,1***,25m미만,67,월세,202506,14,"10,000",25,2012,황강서원로,-,-,-,,,단독다가구
17060,경기도 안양시 만안구 안양동,5**,8m미만,27,월세,202506,14,500,42,2000,수리산로18번길,202506~202706,신규,-,,,단독다가구
17061,경기도 용인시 처인구 김량장동,3**,8m미만,38.17,월세,202506,14,500,38,1997,금령로34번길,202507~202707,신규,-,,,단독다가구
17062,경기도 파주시 문산읍 당동리,9**,8m미만,27.7,월세,202506,14,500,45,2018,당동1로,202507~202607,신규,-,,,단독다가구
17063,경기도 부천시 원미구 춘의동,1**,8m미만,58.32,전세,202506,14,"10,000",0,1983,길주로363번길,202507~202707,신규,-,,,단독다가구
17064,경기도 안양시 만안구 안양동,8**,12m미만,16,월세,202506,14,500,45,1983,안양로329번길,202507~202707,신규,-,,,단독다가구
17065,강원특별자치도 원주시 지정면 가곡리,1***,12m미만,23.04,월세,202506,14,"2,000",30,2020,능마루길,202506~202606,신규,-,,,단독다가구
17066,전북특별자치도 전주시 완산구 상림동,1**,8m미만,32.86,전세,202506,14,"8,000",0,2025,안심새길,202507~202706,신규,-,,,단독다가구
17067,경기도 안양시 만안구 안양동,6**,12m미만,53.05,월세,202506,14,"1,000",75,,장내로120번길,202503~202703,갱신,-,"1,000",60,단독다가구
17068,경기도 이천시 대월면 사동리,1**,12m미만,27.1,전세,202506,14,"4,000",0,2012,사동로,202506~202706,신규,-,,,단독다가구
17069,세종특별자치시  금남면 용포리,1**,8m미만,40,월세,202506,14,200,60,2011,용포중앙1길,202506~202511,신규,-,,,단독다가구
17070,경기도 부천시 원미구 원미동,7*,12m미만,97.61,전세,202506,14,"15,000",0,1989,원미로143번길,202507~202707,신규,-,,,단독다가구
17071,충청북도 청주시 흥덕구 가경동,1**,12m미만,26.44,월세,202506,14,200,30,2006,경산로49번길,202506~202606,신규,-,,,단독다가구
17072,경기도 용인시 기흥구 신갈동,1*,8m미만,79.56,전세,202506,14,"9,000",0,1997,신갈로124번길,202506~202706,신규,-,,,단독다가구
17073,경기도 고양시 일산동구 백석동,1***,25m미만,55,월세,202506,14,"1,000",60,1994,호수로430번길,202508~202708,신규,-,,,단독다가구
17074,경기도 고양시 일산동구 백석동,1***,12m미만,25,월세,202506,14,500,40,2002,호수로430번길,202507~202707,신규,-,,,단독다가구
17075,충청남도 아산시 탕정면 갈산리,4*,8m미만,27,월세,202506,14,200,39,2020,탕정면로,202506~202606,신규,-,,,단독다가구
17076,충청북도 충주시 대소원면 만정리,1**,8m미만,33.06,월세,202506,14,30,26,2003,산정독정길,202506~202606,신규,-,,,단독다가구
17077,충청남도 아산시 둔포면 둔포리,4**,12m미만,50,월세,202506,14,200,33,2019,둔포면로25번길,202506~202606,신규,-,,,단독다가구
17078,충청남도 아산시 둔포면 둔포리,3**,12m미만,45,월세,202506,14,300,45,2018,둔포중앙로161번길,202506~202606,신규,-,,,단독다가구
17079,경상남도 창원시 성산구 사파동,7*,12m미만,43,월세,202506,14,500,37,1995,창이대로707번길,202506~202706,신규,-,,,단독다가구
17080,경기도 남양주시 오남읍 오남리,5**,8m미만,36,월세,202506,14,"1,000",50,2013,양지로,202506~202706,신규,-,,,단독다가구
17081,경기도 안성시 공도읍 마정리,5*,12m미만,27,전세,202506,14,"3,000",0,2011,장미길,-,-,-,,,단독다가구
17082,경기도 용인시 처인구 역북동,2**,8m미만,21,월세,202506,14,500,39,2004,낙은로50번길,202506~202606,갱신,-,500,36,단독다가구
17083,경기도 용인시 처인구 역북동,7**,12m미만,33.01,월세,202506,14,"1,000",50,2015,명지로60번길,202507~202606,신규,-,,,단독다가구
17084,경기도 안양시 동안구 호계동,9**,25m이상,16,월세,202506,14,500,28,2002,귀인로,202506~202706,신규,-,,,단독다가구
17085,경기도 평택시 청북읍 옥길리,1***,12m미만,36,월세,202506,14,500,36,2013,청북남로,202507~202607,신규,-,,,단독다가구
17086,충청남도 아산시 둔포면 송용리,7*,8m미만,35,월세,202506,14,200,41,2014,윤보선로,202506~202606,신규,-,,,단독다가구
17087,경기도 부천시 소사구 소사본동,6*,8m미만,28,월세,202506,14,500,45,2016,호현로488번길,202507~202706,신규,-,,,단독다가구
17088,충청남도 아산시 둔포면 운교리,7*,8m미만,34,월세,202506,14,200,31,2015,석곡길,202506~202606,신규,-,,,단독다가구
17089,경기도 평택시 포승읍 원정리,2**,12m미만,52,월세,202506,14,500,53,2019,포승원정길,202506~202606,신규,-,,,단독다가구
17090,경기도 안성시 대덕면 내리,1**,8m미만,20.35,월세,202506,14,100,38,2007,중앙대학로,202506~202706,신규,-,,,단독다가구
17091,강원특별자치도 춘천시 동내면 거두리,1***,12m미만,25,월세,202506,14,300,45,2017,거두택지길,202506~202606,신규,-,,,단독다가구
17092,강원특별자치도 춘천시 동내면 거두리,9**,12m미만,43,월세,202506,14,300,40,2004,거두택지길26번길,202506~202706,신규,-,,,단독다가구
17093,경기도 이천시 대월면 사동리,3**,8m미만,19.8,월세,202506,14,300,25,1984,경충대로2003번길,202506~202606,신규,-,,,단독다가구
17094,충청남도 아산시 둔포면 운용리,7*,-,34,월세,202506,14,100,31,,,202506~202606,신규,-,,,단독다가구
17095,경기도 평택시 포승읍 도곡리,1**,8m미만,40,월세,202506,14,200,45,2005,당두길,202506~202606,신규,-,,,단독다가구
17096,경기도 평택시 안중읍 현화리,2*,8m미만,26,월세,202506,14,100,40,2003,안중로114번길,202506~202606,신규,-,,,단독다가구
17097,충청남도 서산시 대산읍 대산리,1**,12m미만,28,월세,202506,14,100,35,2018,충의로,202506~202606,신규,-,,,단독다가구
17098,충청남도 논산시 양촌면 도평리,1**,12m미만,88,전세,202506,14,"10,000",0,2018,매죽헌로,-,-,-,,,단독다가구
17099,충청남도 논산시 양촌면 도평리,1**,12m미만,88.94,전세,202506,14,"10,000",0,2018,매죽헌로,202507~202706,신규,-,,,단독다가구
17100,경기도 평택시 안중읍 안중리,4**,12m미만,20,월세,202506,14,"1,000",45,2020,송담8길,202506~202606,신규,-,,,단독다가구
17101,경상남도 창원시 성산구 사파동,4*,12m미만,56.19,월세,202506,14,500,35,1008,창이대로639번길,202506~202706,신규,-,,,단독다가구
17102,경기도 평택시 안중읍 안중리,4**,25m미만,49.03,전세,202506,14,"12,000",0,2019,송담9길,202507~202707,신규,-,,,단독다가구
17103,제주특별자치도 서귀포시 표선면 성읍리,8**,8m미만,64.8,월세,202506,14,650,54,,성읍정의현로34번길,202507~202606,신규,-,,,단독다가구
17104,제주특별자치도 서귀포시 표선면 하천리,1***,8m미만,32.9,월세,202506,14,200,65,2014,번영로,202506~202512,신규,-,,,단독다가구
17105,경기도 평택시 안중읍 안중리,4**,12m미만,20,월세,202506,14,"1,000",45,2020,송담8길,202506~202606,신규,-,,,단독다가구
17106,경기도 성남시 중원구 상대원동,1***,12m미만,71.6,전세,202506,14,"9,000",0,1998,둔촌대로389번길,202507~202707,신규,-,,,단독다가구
17107,경기도 성남시 중원구 상대원동,2***,12m미만,33,월세,202506,14,500,55,1995,희망로380번길,202506~202706,신규,-,,,단독다가구
17108,경기도 평택시 안중읍 안중리,4**,12m미만,40,월세,202506,14,"1,000",60,2018,송담7길,-,-,-,,,단독다가구
17109,경기도 포천시 소흘읍 송우리,4**,8m미만,40,월세,202506,14,500,35,1989,봉솔로4길,202506~202606,신규,-,,,단독다가구
17110,경기도 성남시 중원구 상대원동,1***,12m미만,24,월세,202506,14,300,27,1988,박석로,202506~202706,신규,-,,,단독다가구
17111,경기도 성남시 중원구 상대원동,2***,8m미만,36.15,월세,202506,14,"2,000",42,1989,금상로18번길,202506~202706,갱신,사용,"2,000",40,단독다가구
17112,경기도 용인시 처인구 삼가동,1**,12m미만,72.96,월세,202506,14,"2,500",68,2022,금학로,202507~202707,신규,-,,,단독다가구
17113,경기도 용인시 기흥구 구갈동,2**,12m미만,25,월세,202506,14,300,40,2000,기흥로30번길,202506~202606,신규,-,,,단독다가구
17114,경기도 용인시 기흥구 구갈동,3**,25m미만,40,월세,202506,14,"1,000",63,2001,관곡로,202506~202706,신규,-,,,단독다가구
17115,경기도 안양시 동안구 관양동,1***,8m미만,33,월세,202506,14,"4,000",50,1992,인덕원로12번길,202506~202706,신규,-,,,단독다가구
17116,경상남도 창원시 마산회원구 내서읍 삼계리,5**,8m미만,36.36,월세,202506,14,300,40,,삼계본동2길,202506~202606,신규,-,,,단독다가구
17117,경기도 성남시 중원구 상대원동,1***,12m미만,59.92,전세,202506,14,"9,000",0,1998,둔촌대로389번길,202507~202707,신규,-,,,단독다가구
17118,경기도 안성시 양성면 난실리,3**,8m미만,64.8,월세,202506,14,"1,000",50,1984,난실길,202506~202602,신규,-,,,단독다가구
17119,경기도 포천시 소흘읍 송우리,7**,12m미만,19.6,월세,202506,14,500,36,2017,솔모루로3번길,202506~202606,신규,-,,,단독다가구
17120,경기도 용인시 기흥구 구갈동,5**,12m미만,30,월세,202506,14,500,53,2008,갈곡로8번길,202507~202607,신규,-,,,단독다가구
17121,경기도 광주시 곤지암읍 곤지암리,3**,8m미만,17.07,월세,202506,14,500,35,2015,경충대로493번길,202506~202706,신규,-,,,단독다가구
17122,경기도 성남시 중원구 상대원동,1***,8m미만,36,전세,202506,14,"7,000",0,1990,박석로15번길,202507~202707,신규,-,,,단독다가구
17123,경기도 안양시 동안구 관양동,1***,12m미만,37,월세,202506,14,300,30,1991,인덕원로,202508~202708,신규,-,,,단독다가구
17124,경기도 화성시 팔탄면 율암리,1**,8m미만,26.4,월세,202506,14,100,32,,밤뒤길,202506~202606,신규,-,,,단독다가구
17125,경기도 안양시 동안구 관양동,1***,8m미만,43.4,월세,202506,14,"12,000",15,2009,인덕원로16번길,202507~202707,신규,-,,,단독다가구
17126,제주특별자치도 제주시 조천읍 와산리,1***,8m미만,98.17,월세,202506,14,"1,000",108,2018,와산남길,202506~202606,신규,-,,,단독다가구
17127,경기도 안양시 동안구 관양동,1***,12m미만,23,월세,202506,14,500,55,1997,인덕원로24번길,202508~202608,신규,-,,,단독다가구
17128,전북특별자치도 전주시 완산구 효자동3가,1***,25m미만,49.5,월세,202506,13,500,53,2010,황강서원로,202506~202706,신규,-,,,단독다가구
17129,경기도 이천시 마장면 오천리,4**,25m미만,75.35,전세,202506,13,"23,000",0,2021,마장로,202506~202706,신규,-,,,단독다가구
17130,경기도 광주시 도척면 진우리,3**,8m미만,33,월세,202506,13,"1,000",60,2013,도척로,202506~202706,신규,-,,,단독다가구
17131,경기도 이천시 마장면 오천리,4**,25m미만,75.35,전세,202506,13,"18,000",0,2021,마장로,202506~202706,신규,-,,,단독다가구
17132,경기도 이천시 대월면 사동리,1**,8m미만,30,월세,202506,13,500,41,2018,사동로77번길,202506~202604,신규,-,,,단독다가구
17133,경기도 광주시 도척면 노곡리,2**,8m미만,49.5,월세,202506,13,300,35,2009,노곡로,202506~202606,신규,-,,,단독다가구
17134,경기도 부천시 소사구 심곡본동,6**,8m미만,30,월세,202506,13,500,40,1990,심곡로63번길,202506~202706,신규,-,,,단독다가구
17135,경기도 광주시 곤지암읍 삼리,2**,8m미만,49.5,월세,202506,13,"1,000",55,2012,독고개길,202506~202706,신규,-,,,단독다가구
17136,경기도 광주시 곤지암읍 신대리,1**,8m미만,33,월세,202506,13,500,35,2008,신대길34번길,202506~202706,신규,-,,,단독다가구
17137,경기도 광주시 곤지암읍 오향리,3**,8m미만,33,월세,202506,13,"1,000",60,2019,오향길13번길,202507~202707,신규,-,,,단독다가구
17138,경기도 광주시 초월읍 쌍동리,2**,8m미만,24.81,월세,202506,13,"1,500",60,2019,도곡안길,202506~202606,신규,-,,,단독다가구
17139,경기도 안성시 죽산면 죽산리,4**,8m미만,26.44,월세,202506,13,500,42,2019,중서길,202506~202706,신규,-,,,단독다가구
17140,경기도 수원시 영통구 매탄동,8**,25m미만,27.86,전세,202506,13,"7,000",0,2004,인계로,202508~202708,신규,-,,,단독다가구
17141,경기도 수원시 영통구 매탄동,9**,8m미만,45.75,전세,202506,13,"12,000",0,1991,인계로220번길,202507~202707,갱신,-,"10,000",0,단독다가구
17142,경기도 수원시 영통구 매탄동,8**,8m미만,53.14,월세,202506,13,"10,700",15,1991,매탄로168번길,202506~202706,갱신,-,"10,000",15,단독다가구
17143,경기도 수원시 영통구 매탄동,8**,8m미만,53,월세,202506,13,700,15,,매탄로168번길,-,-,-,,,단독다가구
17144,경기도 수원시 영통구 매탄동,2**,8m미만,26,전세,202506,13,"4,000",0,1990,매영로56번길,202504~202704,갱신,사용,"4,000",0,단독다가구
17145,전북특별자치도 전주시 완산구 효자동3가,1***,12m미만,45,월세,202506,13,"7,000",25,2014,척동1길,202507~202707,신규,-,,,단독다가구
17146,경기도 성남시 분당구 분당동,1**,8m미만,50,전세,202506,13,"18,000",0,1998,분당로327번길,202507~202707,신규,-,,,단독다가구
17147,경기도 성남시 분당구 분당동,1**,12m미만,27,월세,202506,13,"4,000",20,2000,분당로327번길,202506~202706,신규,-,,,단독다가구
17148,경기도 성남시 분당구 분당동,1**,8m미만,23,전세,202506,13,"6,000",0,2001,선지봉로20번길,-,-,-,,,단독다가구
17149,경기도 성남시 분당구 분당동,1**,8m미만,58,월세,202506,13,"10,000",32,1998,서현로429번길,202507~202512,신규,-,,,단독다가구
17150,경기도 광주시 초월읍 대쌍령리,1**,8m미만,27,월세,202506,13,500,45,2008,대쌍령길,202506~202706,신규,-,,,단독다가구
17151,경기도 김포시 양촌읍 양곡리,1***,12m미만,25,월세,202506,13,300,35,2016,양곡2로60번길,202506~202606,신규,-,,,단독다가구
17152,경기도 김포시 양촌읍 양곡리,4**,8m미만,25,전세,202506,13,"3,700",0,2017,양곡1로56번길,202507~202706,신규,-,,,단독다가구
17153,경기도 화성시 양감면 신왕리,2**,8m미만,51.9,월세,202506,13,800,45,1962,독줄길,202506~202706,신규,-,,,단독다가구
17154,경기도 부천시 원미구 원미동,1**,8m미만,33,월세,202506,13,500,33,1990,조종로50번길,202507~202707,신규,-,,,단독다가구
17155,경기도 김포시 대곶면 쇄암리,3**,8m미만,16.97,월세,202506,13,400,40,2024,대곶로331번길,202507~202707,신규,-,,,단독다가구
17156,경기도 화성시 봉담읍 상리,6**,12m미만,44.81,전세,202506,13,"13,000",0,2021,장등2길,202507~202707,신규,-,,,단독다가구
17157,경기도 화성시 마도면 백곡리,1**,8m미만,51.49,월세,202506,13,"1,000",55,2018,마도로181번길,202506~202606,신규,-,,,단독다가구
17158,경기도 화성시 비봉면 양노리,7**,12m미만,18.77,월세,202506,13,500,40,,현대기아로,202506~202606,신규,-,,,단독다가구
17159,강원특별자치도 홍천군 홍천읍 연봉리,5**,12m미만,45,월세,202506,13,500,47,2016,남산마을길4길,-,-,-,,,단독다가구
17160,경기도 화성시 남양읍 신남리,9*,8m미만,23.14,월세,202506,13,500,16,2014,신남안길,202506~202606,신규,-,,,단독다가구
17161,경기도 부천시 원미구 원미동,1**,8m미만,37.96,월세,202506,13,500,40,1991,원미로88번길,202506~202706,신규,-,,,단독다가구
17162,경기도 성남시 분당구 수내동,1**,8m미만,21,월세,202506,13,"5,000",35,2010,발이봉남로39번길,-,-,-,,,단독다가구
17163,경기도 성남시 분당구 수내동,1**,25m미만,47,월세,202506,13,"10,000",30,2001,발이봉북로,202506~202706,신규,-,,,단독다가구
17164,경기도 화성시 우정읍 조암리,1**,25m이상,25,월세,202506,13,300,40,2016,장안로,202506~202606,신규,-,,,단독다가구
17165,전북특별자치도 전주시 덕진구 덕진동2가,6**,12m미만,46.2,월세,202506,13,500,35,2015,가리내3길,202506~202606,신규,-,,,단독다가구
17166,전북특별자치도 전주시 덕진구 진북동,1***,8m미만,30,월세,202506,13,500,40,2017,벚꽃3길,202506~202606,신규,-,,,단독다가구
17167,경기도 화성시 향남읍 상신리,1***,12m미만,30,전세,202506,13,"6,500",0,2019,상신하길로175번가길,202506~202706,갱신,-,"6,500",0,단독다가구
17168,경기도 화성시 향남읍 상신리,1***,12m미만,19,월세,202506,13,500,43,2017,상신하길로176번가길,202506~202606,신규,-,,,단독다가구
17169,경기도 화성시 향남읍 하길리,1***,12m미만,60,월세,202506,13,"1,000",72,2014,한절이1길,202507~202607,신규,-,,,단독다가구
17170,충청북도 청주시 흥덕구 복대동,3***,12m미만,42.69,월세,202506,13,500,50,2015,죽천로131번길,202506~202606,신규,-,,,단독다가구
17171,강원특별자치도 원주시 지정면 신평리,1***,25m미만,178.38,월세,202506,13,500,80,2024,신평로,202506~202508,신규,-,,,단독다가구
17172,경기도 고양시 일산동구 사리현동,6**,8m미만,36.5,월세,202506,13,100,80,2019,공릉천로,202506~202604,신규,-,,,단독다가구
17173,경기도 용인시 기흥구 신갈동,3*,8m미만,25,월세,202506,13,500,30,2002,신갈로89번길,202506~202706,신규,-,,,단독다가구
17174,경기도 용인시 기흥구 신갈동,3*,25m미만,33.3,월세,202506,13,500,40,2004,신구로53번길,202506~202706,신규,-,,,단독다가구
17175,서울특별시 종로구 창성동,9*,8m미만,38.26,월세,202506,13,"3,000",150,2002,효자로9길,202506~202706,신규,-,,,단독다가구
17176,경기도 용인시 처인구 역북동,4**,8m미만,22,월세,202506,13,500,45,2010,금학로277번길,202506~202606,신규,-,,,단독다가구
17177,경기도 용인시 처인구 역북동,7**,12m미만,30.39,월세,202506,13,500,45,2015,명지로60번길,202507~202607,신규,-,,,단독다가구
17178,충청북도 청주시 흥덕구 복대동,3***,25m미만,25,월세,202506,13,300,35,2012,대신로74번길,202506~202606,신규,-,,,단독다가구
17179,경기도 고양시 일산동구 마두동,8**,8m미만,36.9,전세,202506,13,"13,600",0,2019,정발산로196번길,202507~202707,신규,-,,,단독다가구
17180,강원특별자치도 춘천시 동내면 거두리,9**,12m미만,132,월세,202506,13,"15,000",17,2009,거두택지길14번길,202509~202709,신규,-,,,단독다가구
17181,경기도 용인시 기흥구 구갈동,5**,25m미만,30,전세,202506,13,"8,000",0,2008,강남서로,202506~202706,신규,-,,,단독다가구
17182,제주특별자치도 서귀포시 안덕면 덕수리,2***,8m미만,79.2,월세,202506,13,"1,200",125,2016,일주서로2048번길,202507~202607,신규,-,,,단독다가구
17183,제주특별자치도 서귀포시 안덕면 화순리,1***,12m미만,186.34,전세,202506,13,"55,000",0,2020,화순서동로,202508~202708,갱신,사용,"57,500",0,단독다가구
17184,경기도 용인시 기흥구 구갈동,5**,12m미만,50,월세,202506,13,"8,500",13,2007,갈곡로8번길,202508~202708,신규,-,,,단독다가구
17185,경기도 용인시 기흥구 구갈동,5**,12m미만,24,월세,202506,13,500,40,2007,강남서로75번길,202506~202606,신규,-,,,단독다가구
17186,경기도 용인시 기흥구 구갈동,5**,12m미만,21,월세,202506,13,500,35,2006,강남서로67번길,202506~202606,신규,-,,,단독다가구
17187,경기도 용인시 처인구 유방동,3**,8m미만,28,월세,202506,13,300,35,2009,백옥대로1380번길,202506~202606,신규,-,,,단독다가구
17188,경기도 용인시 처인구 유방동,5**,8m미만,39,월세,202506,13,500,46,2011,백옥대로,202506~202606,신규,-,,,단독다가구
17189,경기도 용인시 처인구 유방동,5**,8m미만,39,월세,202506,13,500,46,2011,백옥대로,202506~202606,갱신,-,500,46,단독다가구
17190,제주특별자치도 제주시 한경면 고산리,1**,8m미만,99.96,월세,202506,13,"1,500",375,2025,전답길,202506~202712,신규,-,,,단독다가구
17191,제주특별자치도 제주시 한경면 고산리,1**,-,99.96,월세,202506,13,"1,500",375,2025,전답길,202506~202712,신규,-,,,단독다가구
17192,경기도 용인시 처인구 고림동,7**,8m미만,30,월세,202506,13,200,25,,고림로110번길,202506~202606,신규,-,,,단독다가구
17193,경기도 고양시 일산서구 일산동,1***,12m미만,33,전세,202506,13,"7,000",0,2003,고봉로,202503~202603,갱신,-,"6,500",0,단독다가구
17194,충청북도 청주시 상당구 미원면 미원리,5**,8m미만,69.24,월세,202506,13,500,30,,미원초정로,202507~202707,신규,-,,,단독다가구
17195,경기도 부천시 원미구 심곡동,1**,8m미만,32.99,전세,202506,13,"7,500",0,1989,부흥로413번길,202506~202706,갱신,-,"6,500",0,단독다가구
17196,경기도 고양시 일산서구 일산동,5**,8m미만,22,월세,202506,13,200,25,2002,탄중로,202506~202506,신규,-,,,단독다가구
17197,경기도 용인시 기흥구 보라동,5**,12m미만,28,월세,202506,13,500,54,2010,한보라2로28번길,202506~202606,신규,-,,,단독다가구
17198,제주특별자치도 제주시 구좌읍 한동리,*,8m미만,85.8,월세,202506,13,300,54,2021,한평길,202506~202606,신규,-,,,단독다가구
17199,경기도 고양시 일산서구 탄현동,1***,12m미만,40,전세,202506,13,"6,000",0,2002,탄현로6번길,202507~202707,신규,-,,,단독다가구
17200,경기도 고양시 일산동구 정발산동,6**,8m미만,26,월세,202506,13,"1,000",45,1999,대산로11번길,202506~202706,신규,-,,,단독다가구
